"**«Кто-нибудь еще сомневается, что Криштиану был прав насчет тен Хага?».** **Новый твит Пирса Моргана после фиаско «МЮ»

**Не подбирал выражений в сторону голландца 🔥🗣
"👀 **Работают на перспективу: у «Баварии» уже есть главный кандидат на смену Тухелю

**Боссы клуба в восторге от его работы и впечатлены личностью этого тренера 😲

https://sprts.cc/Uf9qAC

@sportsru",0
"**🧐 Осуждение Карпина за слова про Европу – бред

**Мнение Ильи Васильева👇

https://sprts.cc/oPmfWn

@sportsru",0
"**Минеев возвращается в ММА после службы в армии – стал депутатом на Донбассе и перевозит туда семью** 👀

🔘 Поехал на фронт, где потерял брата.

🔘 Сильно набрал во время службы – весит больше 100 кг.

🔘 Худеет, чтобы подраться с экс-чемпионом Bellator.

**Читать **👇

https://sprts.cc/2zqUPW

@puncher_sports",0
"😬 **Лукаку – идеальный трансфер под Моуринью. Но главную проблему «Ромы» это не решит

**Дело не в атаке 🤷‍♂️

https://sprts.cc/CDpA7y

@sportsru",0
"🧐 **«Почему участие в сказке «Спящая красавица» – угроза национальной безопасности?» Манифест Дробязко: ее отменяют в Литве

**У легенды накипело 🤯

https://sprts.cc/HmH2Al

@sportsru",0
"🎥 **«Сити» классно анонсировал продление контракта с Уокером. Повторили известную сцену из фильма «Волк с Уолл-стрит»

**Кайл почти вылитый Ди Каприо 😜

https://sprts.cc/agn4u7

@sportsru",0
"**🇶🇦 «ПСЖ» продаст в Катар еще одну звезду: всего пару дней назад туда уже отправился Марко Верратти

**Прибыльный бизнес 🤑

https://sprts.cc/nVI2BA

@sportsru",0
"💸 Самая дорогая покупка РПЛ – в последний день. 10 млн «Динамо» и другие итоги трансферного окна

**Все подписания дедлайна 👇🏻

**https://sprts.cc/UZDPF2

@sportsru",0
"**👏 Красивый поступок Пикфорда. Джордан отправил 95-летнему голкиперу чилийского «Эвертона» памятную футболку и теплое письмо

**Вся жизнь в перчатках 🧤

https://sprts.cc/6jD0RU

@**sportsru**",0
"**👀 В сети появилось видео из нового особняка Месси в США стоимостью почти 11 миллионов долларов
**
Невероятная красота ✨

https://sprts.cc/QwUDpy

@sportsru",0
"**🔥 Самый красивый спорт года – огненный (да-да!) баскетбол в Белграде. С легальными файерами и фейерверками
**
Такого вы не видели 🤩

https://sprts.cc/x5D2y4

@sportsru",0
"**Тимощук высказался о концерте Shaman на «Газпром Арене». Исполнитель собрал больше зрителей, чем последние матчи «Зенита» 
**
🗣️🗣️🗣️

https://sprts.cc/TPUA5w

@sportsru",0
